id,created_at,updated_at,deleted_at,nombre,codigo,precio_venta,stock
28,2025-08-30 11:53:02.5086257 -0500 -05 m=+17.294883201,2025-08-30 11:53:02.5086257 -0500 -05 m=+17.294883201,NULL,ACIDO RETINOICO 0.05% LOCION FRASCO X 60 ML,7704190028921,0.0,0
29,2025-08-30 11:53:02.5086257 -0500 -05 m=+17.294883201,2025-08-30 11:53:02.5086257 -0500 -05 m=+17.294883201,NULL,ACTIVIT-B x30 NOVOFARLAB,7709225183033,0.0,0
30,2025-08-30 11:53:02.5086257 -0500 -05 m=+17.294883201,2025-08-30 11:53:02.5086257 -0500 -05 m=+17.294883201,NULL,ACTIVA 21 LEVONORGESTRELETINILESTRADIOL 0.150.03 MG X 21 TABL,7707274721053,0.0,0
31,2025-08-30 11:53:02.5086257 -0500 -05 m=+17.294883201,2025-08-30 11:53:02.5086257 -0500 -05 m=+17.294883201,NULL,ADOREM 7+ NIÑOS JBE 150 MG/5ML FC* 120 ML SIEGFRIED,20104010004,0.0,0
32,2025-08-30 11:53:02.5086257 -0500 -05 m=+17.294883201,2025-08-30 11:53:02.5086257 -0500 -05 m=+17.294883201,NULL,ADOREM GRIPA* 100 SIEGFRIED,20104010039,0.0,0
33,2025-08-30 11:53:02.5086257 -0500 -05 m=+17.294883201,2025-08-30 11:53:02.5086257 -0500 -05 m=+17.294883201,NULL,ADVIL 200 MG CAJA X 60 TABL,7702132510510,0.0,0
34,2025-08-30 11:53:02.5086257 -0500 -05 m=+17.294883201,2025-08-30 11:53:02.5086257 -0500 -05 m=+17.294883201,NULL,ADOREM 500 MG CAJA X 100 TABL,7707355052038,0.0,0
35,2025-08-30 11:53:02.5086257 -0500 -05 m=+17.294883201,2025-08-30 11:53:02.5086257 -0500 -05 m=+17.294883201,NULL,ADVIL ULTRA IBUPROFENOCAFEINA 20065 MG X 72 CAP,7702132008529,0.0,0
36,2025-08-30 11:53:02.5086257 -0500 -05 m=+17.294883201,2025-08-30 11:53:02.5086257 -0500 -05 m=+17.294883201,NULL,AFRIN PEDIATRICO FRASCO X 15 ML,7702502201307,0.0,0
37,2025-08-30 11:53:02.5086257 -0500 -05 m=+17.294883201,2025-08-30 11:53:02.5086257 -0500 -05 m=+17.294883201,NULL,ADVIL CHILDREN IBUPROFENO 100 MG X 60 ML,7702132009731,0.0,0
38,2025-08-30 11:53:02.5086257 -0500 -05 m=+17.294883201,2025-08-30 11:53:02.5086257 -0500 -05 m=+17.294883201,NULL,ADVIL GRIPA CAJA X 72 CAPSULAS,7702132010980,0.0,0
39,2025-08-30 11:53:02.5086257 -0500 -05 m=+17.294883201,2025-08-30 11:53:02.5086257 -0500 -05 m=+17.294883201,NULL,ADVIL MAX CAJA X 72 CAP,7702132009656,0.0,0
40,2025-08-30 11:53:02.5086257 -0500 -05 m=+17.294883201,2025-08-30 11:53:02.5086257 -0500 -05 m=+17.294883201,NULL,AGUA DE ROSAS x500mL,799192212055,0.0,0
41,2025-08-30 11:53:02.5091591 -0500 -05 m=+17.295416601,2025-08-30 11:53:02.5091591 -0500 -05 m=+17.295416601,NULL,ALCOHOL ANTISEPTICO FRASCO X 700 ML JGB,7702560009525,0.0,0
42,2025-08-30 11:53:02.5091591 -0500 -05 m=+17.295416601,2025-08-30 11:53:02.5091591 -0500 -05 m=+17.295416601,NULL,ALCOHOL ANTISEPTICO FRASCO X 700 ML MK,7702057075101,0.0,0
43,2025-08-30 11:53:02.5091591 -0500 -05 m=+17.295416601,2025-08-30 11:53:02.5091591 -0500 -05 m=+17.295416601,NULL,AGUA OXIGENADA JGB FRASCO X 120 ML PAGUE 6 LLEVE 7,7702560027833,0.0,0
44,2025-08-30 11:53:02.5091591 -0500 -05 m=+17.295416601,2025-08-30 11:53:02.5091591 -0500 -05 m=+17.295416601,NULL,ALBENDAZOL 200 MG CAJA X 2 TABL,7702605100170,0.0,0
45,2025-08-30 11:53:02.5091591 -0500 -05 m=+17.295416601,2025-08-30 11:53:02.5091591 -0500 -05 m=+17.295416601,NULL,ALKA-SELTZER CAJA PAGUE 16 LLEVE 20 TABL,7702123012177,0.0,0
46,2025-08-30 11:53:02.5091591 -0500 -05 m=+17.295416601,2025-08-30 11:53:02.5091591 -0500 -05 m=+17.295416601,NULL,ALCOHOL ANTISEPTICO FRASCO X 350 ML JGB,7702560009532,0.0,0
47,2025-08-30 11:53:02.5091591 -0500 -05 m=+17.295416601,2025-08-30 11:53:02.5091591 -0500 -05 m=+17.295416601,NULL,ALKA-SELTZER EXTREME x20,7702123007425,0.0,0
48,2025-08-30 11:53:02.5091591 -0500 -05 m=+17.295416601,2025-08-30 11:53:02.5091591 -0500 -05 m=+17.295416601,NULL,ALKA-SELTZER PAGUE 64 LLEVE 74 TABL,7702123012184,0.0,0
49,2025-08-30 11:53:02.5091591 -0500 -05 m=+17.295416601,2025-08-30 11:53:02.5091591 -0500 -05 m=+17.295416601,NULL,ALLERZITINA 10 MG CAJA X 10 TAB,7702870072509,0.0,0
50,2025-08-30 11:53:02.5091591 -0500 -05 m=+17.295416601,2025-08-30 11:53:02.5091591 -0500 -05 m=+17.295416601,NULL,ALMIPRO CREMA x125g SAN JORGE,7701684000128,0.0,0
51,2025-08-30 11:53:02.5091591 -0500 -05 m=+17.295416601,2025-08-30 11:53:02.5091591 -0500 -05 m=+17.295416601,NULL,ALMIPRO UNGUENTO TRATAMIENTO PANALITIS x500gr,7701684000135,0.0,0
52,2025-08-30 11:53:02.5091591 -0500 -05 m=+17.295416601,2025-08-30 11:53:02.5091591 -0500 -05 m=+17.295416601,NULL,AMBROXOL 15 MG JARABE FRASCO X 120 ML,7703038010067,0.0,0
53,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,AMITRIPTILINA 25mg x30 RECIPE,7702195076091,0.0,0
54,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,AMITRIPTILINA 25mg x300,7702195102387,0.0,0
55,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,AMBROXOL 30 MG JARABE FRASCO X 120 ML,7703038010050,0.0,0
56,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,AMOXICILINA 250 MG5 ML FRASCO X 45 ML,7702057070519,0.0,0
57,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,AMOXICILINA 500 MG X 50 CAP,7702605100309,0.0,0
58,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,AMOXICILINA SUSPENSION x100ml AG,7706569001184,0.0,0
59,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,AMPICILINA 500 MG CAJA X 100 CAP,7702057070564,0.0,0
60,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,AMOXIDAL DUO AMOXICILINA 875 MG X 14 COMP,7795345011202,0.0,0
61,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,ANTAX SUSPENSION FRASCO X 360 ML FRASCO X 170 ML PRECIO ESPECIAL,7706849118021,0.0,0
62,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,APOSITO HANSAPLAST PARA CALLOS CAJA X 6 UND,7702003767449,0.0,0
63,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,ASPIRINA PEDIATRICA 100 MG CAJA 140 TABLETAS,7702123006817,0.0,0
64,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,ARAWAK SUNDARK FPS 60 UV FRASCO X 120 GR,7707016403940,0.0,0
65,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,ATORVASTATINA 20mg x50 LAPROFF,7703038067597,0.0,0
66,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,ATORVASTATINA 40mg x30 LAPROFF,7703038067566,0.0,0
67,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,AUTOBRONCEADOR NUDE RISTRA X 6 SOBRES,7702044089890,0.0,0
68,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,AVAMYS FLUTICASONA 27.5 MG SPRAY NASAL X 120 DOSIS,5033439032965,0.0,0
69,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,BACTRODERM YODOPOVIDONA SOLUCION X 60 ML,7702184020319,0.0,0
70,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,BANDAS DE CERA DEPILATORIA FACIAL VEET PIEL NORMAL CAJA X 20 BANDAS,8413600511609,0.0,0
71,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,BACTRODERM YODOPOVIDONA ESPUMA X 60 ML,7702184020326,0.0,0
72,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,BAYCUTEN N TUBO X 20 GR,7501303010701,0.0,0
73,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,BACTRODERM YODOPOVIDONA BUCOFARINGEO X 60 ML,7702184020333,0.0,0
74,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,BELLAFACE CAJA X 21 TABL,7702870004425,0.0,0
75,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,BEDOYECTA TRI SOLUCION INYECTABLE CAJA X 3 JERINGAS PRELLENADAS,7707288826935,0.0,0
76,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,BACTRODERM ESPUMA FRASCO X 60 ML,7702184020074,0.0,0
77,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,BELLAFACE SUAVE X 28 TABL,7702870071465,0.0,0
78,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,"BETAMETASONA 0,1% 40g LAPROFF",7703038779087,0.0,0
79,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,BICARBONATO DE SODIO 400g YOMA,7707271201558,0.0,0
80,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,BENZIRIN ROSA [BENCIDAMINA HCl] x10 TQ,7702057018030,0.0,0
81,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,BETAHISTINA 24 MG X 20 TABL,7705959885441,0.0,0
82,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,BENZIRIN ROSA BENCIDAMINA HCI 0.1% DUCHA VAGINAL CON ROCIADOR X 140 ML,7702057016302,0.0,0
83,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,BIOCALCIUM D CALCIOVITAMINA D 500 MG200 UI X 30 SOBRES,7702057071813,0.0,0
84,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,BION3 CAJA X 30 TABLETAS,4054839106644,0.0,0
85,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,BION3 X 90 TABL PACK AHORRO,7500435227018,0.0,0
86,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,BIOLADIET STEVIA DISPENSADOR X 150 TABL,7703006009338,0.0,0
87,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,BIOCROSS x30 OMNILIFE,2075722,0.0,0
88,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,BIOLADIET STEVIA X 500 TAB MAS DISPENSADOR X 150 TAB,7703006086339,0.0,0
89,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,BIPERIDENO 2 MG CAJA X 90 TABLETAS,7702057712396,0.0,0
90,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,BLANKISIMA CREMA FRASCO X 32 GR,7702057080396,0.0,0
91,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,BONFIEST PLUS X 32 SOBRES,7702057841256,0.0,0
92,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,BROCOFLEM [HEDERA HELIX] x120mL RUECAM,7709830214023,0.0,0
93,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,BUSCAPINA COMPOSITUM NF HIOSCINAACETAMINOFEN 10500 MG X 20 COMPRIMIDOS,7703381000982,0.0,0
94,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,CALMIDOL MAX CAJA X 48 TABL,7706263200388,0.0,0
95,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,CARBAMAZEPINA 200 MG CAJA X 300 TABL,7703038050124,0.0,0
96,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,"CARVEDILOL 6,25mg GERFAR x30",7702605352869,0.0,0
97,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,CARVEDILOL 6.25 MG CAJA X 30 TAB +++,7702057709068,0.0,0
98,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,CARVEDILOL 6.25 MG CAJA X 30 TABL,7702635058458,0.0,0
99,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,CEFALEXINA 500 MG X 100 CAP,7703038612636,0.0,0
100,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,CARMELUB TEARS SOLUCION OFTAL FRASCO X 15 ML PAGUE 1 LLEVE 2,7702057709525,0.0,0
101,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,CEFALEXINA SUSPENSION 250mg x60ml AG,7706569001160,0.0,0
102,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,CELECOXIB 200mg x10 SANFER,7702195057304,0.0,0
103,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,CENTRUM ADVANCE FRASCO X 100 TABLETAS,7702132011031,0.0,0
104,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,CENTRUM ADVANCE X 30 TABL,7702132011017,0.0,0
105,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,CENTRUM SILVER FRASCO X 100 TABL GRATIS SILVER MEN FRASCO X 30 TABL,7702132003920,0.0,0
106,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,CENTRUM SILVER X 30 TABL,7702132011048,0.0,0
107,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,CEPILLO DENTAL PRO 425 SUAVE,7702018960903,0.0,0
108,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,CEREBRIT FRESA TARRO X 330 GR + 1 SOBRE X 50 GR P.ESPECIAL,7702354949686,0.0,0
109,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,CEREBRIT FRESA TARRO X 135 GR,7702354945343,0.0,0
110,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,CETIRIZINA GOTAS FRASCO X 15 ML,7704412118898,0.0,0
111,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,CICATRICURE CREMA ANTIARRUGAS TUBO X 60 GR,650240003196,0.0,0
112,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,CIRUELAX FORTE X 60 COMP,7803510002396,0.0,0
113,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,2025-08-30 11:53:02.5092121 -0500 -05 m=+17.295469601,NULL,CITROMEL FRASCO X 310 ML,7702560000102,0.0,0
114,2025-08-30 11:53:02.5097399 -0500 -05 m=+17.295997401,2025-08-30 11:53:02.5097399 -0500 -05 m=+17.295997401,NULL,CLOFENIL GEL 1% TUBO X 50 GR,7703712011168,0.0,0
115,2025-08-30 11:53:02.5097399 -0500 -05 m=+17.295997401,2025-08-30 11:53:02.5097399 -0500 -05 m=+17.295997401,NULL,CLORANFENICOL 250mg x50 COLMED,7703153003296,0.0,0
116,2025-08-30 11:53:02.5097399 -0500 -05 m=+17.295997401,2025-08-30 11:53:02.5097399 -0500 -05 m=+17.295997401,NULL,CLOPIDOGREL 75 MG CAJA X 10 TABL,7703038067122,0.0,0
117,2025-08-30 11:53:02.5097399 -0500 -05 m=+17.295997401,2025-08-30 11:53:02.5097399 -0500 -05 m=+17.295997401,NULL,CLORFENIRAMINA 2MG JBE X 120 ML PRECIO ESPECIAL LABINCO,26420003101,0.0,0
118,2025-08-30 11:53:02.5097399 -0500 -05 m=+17.295997401,2025-08-30 11:53:02.5097399 -0500 -05 m=+17.295997401,NULL,CLORFENIRAMINA 4 MG CAJA X 20 TABL,7703712030695,0.0,0
119,2025-08-30 11:53:02.5097399 -0500 -05 m=+17.295997401,2025-08-30 11:53:02.5097399 -0500 -05 m=+17.295997401,NULL,CLORHEXOL ENJUAGUE BUCAL FRASCO X 180 ML,7705028000010,0.0,0
120,2025-08-30 11:53:02.5097399 -0500 -05 m=+17.295997401,2025-08-30 11:53:02.5097399 -0500 -05 m=+17.295997401,NULL,CLORURO DE MAGNESIO CÁPSULA x30 NATURAL FRESHLY,7707772810549,0.0,0
121,2025-08-30 11:53:02.5097399 -0500 -05 m=+17.295997401,2025-08-30 11:53:02.5097399 -0500 -05 m=+17.295997401,NULL,CLOTRIMAZOL 100 MG CAJA X 10 OVULOS,7703153016050,0.0,0
122,2025-08-30 11:53:02.5097399 -0500 -05 m=+17.295997401,2025-08-30 11:53:02.5097399 -0500 -05 m=+17.295997401,NULL,CLOTRIMAZOL 2%+ METRONIDAZOL 10% CREMA VAGINAL*40 GR GYNOFLOR SIEGFRIED,20104015910,0.0,0
123,2025-08-30 11:53:02.5097399 -0500 -05 m=+17.295997401,2025-08-30 11:53:02.5097399 -0500 -05 m=+17.295997401,NULL,CLOTRIMAZOL SOLUCION FRASCO X 30 ML,7703038065333,0.0,0
124,2025-08-30 11:53:02.5097399 -0500 -05 m=+17.295997401,2025-08-30 11:53:02.5097399 -0500 -05 m=+17.295997401,NULL,"COLCHICINA 0,5mg x40 LAPROFF",7703038067016,0.0,0
