id,uuid,producto_id,tipo_operacion,cantidad_cambio,stock_resultante,vendedor_id,factura_id,timestamp,sincronizado,factura_uuid
119,69de45b7-77d2-4558-8122-520fef9a4bdd,886,VENTA,-1,99999,3,95,2025-09-27 14:49:38.58931+00,false,
120,b7e0df1f-ae59-4e13-93d2-746155ecd414,214,VENTA,-2,98,1,149,2025-09-29 18:40:08.091672+00,false,81f22cb3-f1aa-4c2d-b929-a41eadf7ac8a
121,9c4980f8-65c6-44ba-bb90-dcc39a5fe088,62,VENTA,-4,90,3,225,2025-10-01 14:04:51.811964+00,false,
122,1a7af83d-63ce-4f8c-bf96-e011b3b6d802,907,INICIAL,100,100,1,,2025-10-04 00:00:21.300553+00,false,
123,240f41cd-6cf6-4b5a-8a68-40fbff02599c,266,VENTA,-2,98,3,79,2025-09-26 22:50:10.300763+00,false,f86e7849-cf5d-4ac3-a97c-b513f8b9294a
124,4b4f0007-2fa4-4adf-ae87-cc5305a65ca8,741,AJUSTE,100,100,1,,2025-09-27 01:28:13.621126+00,false,
125,fd7d4765-0625-488e-a32c-02276351b996,854,VENTA,-1,99,3,105,2025-09-27 16:04:11.05312+00,false,4b244e8c-d6d7-42c1-b928-0fb36f923bc5
126,13358f5b-5f47-4697-84c8-e7c4439dffd6,647,VENTA,-9,491,3,127,2025-09-27 17:46:01.81741+00,false,6ad129f0-b4b6-4d84-b8b2-24df3cecb991
127,b72f618a-92b3-43d5-beec-8325f72dba55,375,VENTA,-10,69,1,155,2025-09-29 20:33:11.99866+00,false,4f763b03-f9c7-41af-a758-d354f7038b7c
128,de4fbb35-fa69-42e0-a494-e8f8f6fd12d4,206,VENTA,-4,81,1,173,2025-09-29 23:07:29.418819+00,false,30ffbb38-436a-43fd-8e66-cbc7400a5402
129,60da7580-7552-4533-9e56-eaebb55a776f,375,VENTA,-10,43,1,188,2025-09-29 23:50:17.225742+00,false,32db0ddc-b312-4c2e-8da5-28b7d1aa8bf8
130,5dedd526-b010-4a33-a2d5-7533bf5f1b43,871,INICIAL,100,100,1,,2025-09-27 01:53:09.306361+00,false,
131,9b0a8172-687c-4186-9cdc-a131536e5844,573,VENTA,-1,99,3,127,2025-09-27 17:46:01.820672+00,false,6ad129f0-b4b6-4d84-b8b2-24df3cecb991
132,b52e2f3c-4ed4-4cea-a8cc-d99573874827,590,VENTA,-1,87,1,179,2025-09-29 23:16:24.20407+00,false,f31ddd1b-1e18-4c8f-98d0-ed5aa459936d
133,31bd9847-5a31-4a04-be2b-c6eb6eca8d46,448,VENTA,-1,95,1,202,2025-09-30 20:37:07.564964+00,false,948b16cf-49e3-448f-af3f-468f39cd0a69
134,2e19d03d-7e24-46b8-8a9d-e5241aacd2b3,139,VENTA,-1,99,3,82,2025-09-26 22:57:33.057425+00,false,3a47c4c7-cdeb-496a-9384-0dd9cdd0a037
135,8010453c-9dfd-44e9-bca2-fa1466434a01,94,VENTA,-2,46,3,87,2025-09-27 13:04:56.595949+00,false,66e0a308-707e-4a41-9563-c93d0ee2df29
136,22499860-c01d-4c24-9105-4550d017c4dd,504,AJUSTE,9900,9999,1,,2025-09-27 16:08:56.920418+00,false,
137,7208520f-650f-4846-a566-3c5c3295713d,54,VENTA,-1,92,3,121,2025-09-27 17:15:53.923385+00,false,e0100e7c-62f4-4a5a-a3a8-c569e937fe6a
138,c4b5ba97-0475-4729-b50c-76f3da5611f4,12,VENTA,-10,10,3,136,2025-09-27 18:33:31.518334+00,false,6ae3ae66-8f66-468a-9aa6-55a3c1b4f8e0
139,8aad1746-65c8-4214-9537-d2608c06382a,889,VENTA,-1,19999,1,149,2025-09-29 18:40:08.087468+00,false,81f22cb3-f1aa-4c2d-b929-a41eadf7ac8a
140,96b71022-0546-4000-82a5-3805fb240a87,124,VENTA,-1,98,1,151,2025-09-29 19:16:26.062603+00,false,0cc88a54-67c4-4c64-8e80-6d729c7bfdee
141,9bc5b6d1-53d2-4f82-92da-b19f8c03a22e,335,VENTA,-1,99,1,159,2025-09-29 20:42:40.246266+00,false,660c1102-d4b0-48af-b264-96bb22f2fc54
142,392d11da-34ce-4adf-a1b3-59f4e8afdedd,247,VENTA,-1,96,3,134,2025-09-27 18:19:09.058686+00,false,9904bc08-3731-41d8-a40e-cadf6c1a1d76
143,f16dfab3-6420-4563-ac6c-577de1a1a422,231,VENTA,-4,9996,3,140,2025-09-27 19:37:58.917485+00,false,5fd97f20-a490-4910-b0da-16ab30fd4d51
144,bb73f828-15da-444e-8122-31c6da5d81e9,640,VENTA,-4,90,1,165,2025-09-29 21:41:32.32271+00,false,a86d3bec-4422-4495-aa96-6856d7f6bd0e
145,88ee2147-78a4-4176-905b-b967b3746a8e,81,VENTA,-1,99,1,178,2025-09-29 23:15:30.689192+00,false,fd731742-c193-491d-96b8-aadfef96d6d5
146,b02e1a50-191d-43b8-a028-d06cddd9c561,641,VENTA,-2,88,1,186,2025-09-29 23:40:47.125762+00,false,e0076ef5-68e8-4440-ae5f-3c66ced27a5c
147,efed971d-e0fb-477b-a739-b10b0232400a,34,VENTA,-3,97,1,194,2025-09-30 00:20:00.525483+00,false,f332b3ce-319a-4cf3-95a6-ec1a0a613416
148,c746fec6-599a-41a5-b3c4-3a60fe1dca98,613,AJUSTE,100,100,1,,2025-10-03 23:33:57.234135+00,false,
149,ef2d676c-4e28-40c6-b1d7-cec01cd3f63d,54,AJUSTE,28,100,1,,2025-10-03 23:50:05.844085+00,false,
150,4f1c0a18-01d8-4c1b-9153-fe0a3603018e,54,VENTA,-10,74,3,218,2025-10-01 13:43:37.173114+00,false,5ceaa7ab-d9e5-46c1-9976-6f3d0d3d8a9d
151,18a91947-584c-4ef9-9265-eaf887ba0a1e,908,INICIAL,100,100,1,,2025-10-04 00:01:07.572934+00,false,
152,88d9d36b-ac5b-4f75-ada8-87fb1c3ce491,736,VENTA,-3,97,3,104,2025-09-27 15:58:57.28568+00,false,a0424e72-4f29-4da3-a683-e6f2f1cbe83b
153,31d8374b-7708-452d-bf5e-3d4e91595c48,12,VENTA,-30,99970,1,153,2025-09-29 19:44:00.259109+00,false,3f5d20ba-2001-4796-bc10-29a394d53876
154,dc7d8e63-48bc-468a-98d0-d1d7124e3794,165,VENTA,-1,99,1,168,2025-09-29 22:11:59.846786+00,false,97d8f9c2-a0ef-4104-9a32-e40163e4b3bc
155,f89f2449-4d0c-4815-8a6e-af5d8da0ba9a,507,VENTA,-2,95,1,188,2025-09-29 23:50:17.227521+00,false,32db0ddc-b312-4c2e-8da5-28b7d1aa8bf8
156,9e43704f-c90a-4ea1-8fcf-bd327cc04e73,457,VENTA,-4,96,1,203,2025-09-30 21:28:55.609722+00,false,62b15362-3ab0-4a2b-8de5-3fe517816c84
157,507021df-3661-4c38-821a-fd8737a082d9,900,INICIAL,100,100,1,,2025-10-03 23:53:24.301467+00,false,
158,915817d8-166d-4539-90e0-6bcc2ea96bd4,841,VENTA,-1,99,3,132,2025-09-27 18:08:51.626269+00,false,77155696-b700-402d-9bf1-1cb66c3ff86b
159,958f4f05-b6d6-4da7-a03d-eea50083d3ac,750,VENTA,-4,93,3,140,2025-09-27 19:37:58.921209+00,false,5fd97f20-a490-4910-b0da-16ab30fd4d51
160,92a17202-6d57-4170-8bea-1dfc117724f7,331,VENTA,-6,62,3,205,2025-10-01 12:48:58.075595+00,false,9205aa06-73d8-4735-b2b8-7152d15b74a7
161,717d5c9f-9cfc-409d-b187-6a0ef31c0690,898,INICIAL,100,100,1,,2025-10-03 23:48:13.292384+00,false,
162,7cc633ab-1b4a-4cf6-859a-e663aae8606f,278,VENTA,-3,97,3,100,2025-09-27 15:42:29.481217+00,false,b479569d-b0b8-40af-9175-96d5a904d1a9
163,94eae21a-32ca-44a3-90b2-cb9dd80d2648,836,VENTA,-1,85,3,116,2025-09-27 17:00:44.106951+00,false,e3c2f2bd-7e37-4ba0-8d63-bf6ce5b19136
