id,created_at,updated_at,deleted_at,nombre,codigo,precio_venta,stock,uuid
32,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:21.230911+00,,ADVIL CHILDREN (IBUPROFENO 100MG) X 60 ML,7702132009731,25500,100,54d83059-7649-4c40-8afb-4805e0cc8534
33,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:03.657992+00,,ADVIL GRIPA CAPSULAS,7702132010980,2600,86,8f048a7b-7a64-4e39-a75b-05ff530565db
34,2025-09-06 05:00:36.143823+00,2025-10-11 21:28:44.894154+00,,ADVIL MAX CAPSULAS,7702132009656,2600,97,7d762af4-1709-4b31-9414-c90c85005b24
35,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:46.811162+00,,ADVIL ULTRA (IBUPROFENO 200MG + CAFEINA 65MG) CAPSULAS,7702132008529,2600,90,3dbe4ce8-5e74-4ad8-b8c6-0690011decb0
36,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:14.815178+00,,AFRIN PEDIATRICO FRASCO X 15 ML,7702502201307,0,100,e742c419-f065-46d9-a55b-985a8716d94d
37,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:25.786472+00,,AGUA DE ROSAS x500mL I.C MEDISLAB,799192212055,5300,100,873847bc-da34-4c9f-af6d-ab4748322f97
38,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:03.504896+00,,"AGUA OXIGENADA JGB FRASCO X 120 ML ",7702560027833,0,100,d8650921-b7c1-4326-a2f9-24c6dbe03e73
39,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:40.386222+00,,ALBENDAZOL 200 MG CAJA X 2 TABL,7702605100170,0,100,21d64520-9e7b-45d7-8426-b59d1dd7e758
40,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:45.740749+00,,ALCOHOL ANTISEPTICO FRASCO X 350 ML JGB,7702560009532,6300,100,94bacf40-6c22-4a79-b697-b33d448c9ec7
41,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:36.534828+00,,ALCOHOL ANTISEPTICO FRASCO X 700 ML JGB,7702560009525,9800,97,a37f6812-8324-41a1-b075-580860e60550
42,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:02.740381+00,,ALCOHOL ANTISEPTICO FRASCO X 700 ML MK,7702057075101,0,100,dcf324c8-ea4d-4f00-81ce-7b48fced1fbf
43,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:53.857297+00,,ALKA-SELTZER TABLETAS,7702123012177,0,99,ba859dd8-345e-4a13-9e35-52379e27cbd2
44,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:57.489254+00,,ALKA-SELTZER EXTREME,7702123007425,0,100,e6b5e0e0-829d-41ea-8979-e9d57bc4f1bb
45,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:01.822376+00,,ALKA-SELTZER TABLETAS,7702123012184,0,100,c7974d17-2be3-4d56-ac04-5a435c4f0069
46,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:08.696284+00,,ALLERZITINA 10 MG CAJA X 10 TAB,7702870072509,0,100,0fdd799e-0d61-4dd2-beb3-c4942feaba4d
47,2025-09-06 05:00:36.143823+00,2025-10-19 23:21:48.622448+00,,ALMIPRO CREMA x125g SAN JORGE,7701684000128,31500,99,f6278ebe-be67-48cb-84c6-f12107acdd05
48,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:30.74938+00,,ALMIPRO UNGUENTO TRATAMIENTO PANALITIS x500gr,7701684000135,0,100,4de3f89f-0606-41de-899f-4184e4829b06
49,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:10.842418+00,,AMBROXOL 15 MG JARABE FRASCO X 120 ML,7703038010067,7800,100,84187c31-de98-461e-8a17-ad987f798750
50,2025-09-06 05:00:36.143823+00,2025-10-11 20:36:42.976291+00,,AMBROXOL 30 MG JARABE FRASCO X 120 ML,7703038010050,8300,100,7001d9aa-5a1f-4cf1-8b4a-ddf307397369
51,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:45.716691+00,,AMITRIPTILINA CLORHIDRATO 25mg  TABLETAS RECIPE,7702195076091,200,93,4518f0b1-8f19-4851-a68f-0704e61511a7
52,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:58.712737+00,,AMITRIPTILINA CLORHIDRATO 25mg TABLETAS RECIPE,7702195102387,200,98,5b7210e7-e8fc-4652-930a-36b73696481a
53,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:34.242246+00,,AMOXICILINA 250MG/5ML FRASCO X 45 ML,7702057070519,0,100,26ea830c-c4b9-40c1-9b73-663e602b332e
54,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:42.376197+00,,AMOXICILINA 500MG CAPSULAS GENFAR,7702605100309,600,94,cc848925-acc1-4606-a25c-a9cd3c3a1e50
55,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:30.59688+00,,AMOXICILINA SUSPENSION x100ml AG,7706569001184,7900,98,1fc0061c-9a6c-48d4-80eb-450290ed9681
56,2025-09-06 05:00:36.143823+00,2025-10-11 20:36:53.69539+00,,AMOXIDAL DUO AMOXICILINA 875 MG X 14 COMP,7795345011202,0,100,b34a2ff6-2833-444a-aaa6-f07e9bc396e8
57,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:02.683618+00,,AMPICILINA 500MG CAPSULAS,7702057070564,0,98,593998b8-30c1-43ce-8894-bd5da40801eb
58,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:53.815808+00,,"ANTAX SUSPENSION FRASCO X 360 ML ",7706849118021,0,100,dccb0ca2-4dfa-482c-8a5b-282e9f5808d7
59,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:56.568709+00,,APOSITO HANSAPLAST PARA CALLOS,7702003767449,0,100,5d336bf8-3918-42f1-8792-796aa81ba085
60,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:35.79802+00,,ARAWAK SUNDARK FPS 60 UV FRASCO X 120 GR,7707016403940,0,100,9f2f57ec-8ac1-4875-94f5-f8f69da14ce8
61,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:23.341736+00,,ASPIRINA PEDIATRICA 100 MG (ACIDO ACETILSALICILICO) TABLETAS,7702123006817,700,99,38514a84-93c6-4c09-9e8c-40feb7c05d48
62,2025-09-06 05:00:36.143823+00,2025-10-11 20:36:40.359508+00,,ATORVASTATINA 20mg TABLETAS LAPROFF,7703038067597,0,98,3218ab2d-03a0-4add-b4cf-a9d1ee58c6e2
63,2025-09-06 05:00:36.143823+00,2025-10-21 21:28:55.421158+00,,ATORVASTATINA 40mg TABLETAS LAPROFF,7703038067566,0,69,3cb536f0-58bc-4862-8f57-eb185a90d5ec
64,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:27.998276+00,,AUTOBRONCEADOR NUDE RISTRA SOBRES,7702044089890,0,100,3b1e40fe-70ab-4709-91e7-e70f8b274364
65,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:08.699934+00,,AVAMYS FLUTICASONA 27.5 MG SPRAY NASAL X 120 DOSIS,5033439032965,0,100,37d51e21-7c3e-426d-bbe5-863f160619af
66,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:44.365014+00,,BACTRODERM ESPUMA FRASCO X 60 ML,7702184020074,0,100,9f800d7e-56cd-4648-bf62-fa4297f620c7
67,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:32.555652+00,,BACTRODERM BUCOFARINGEO (YODOPOVIDONA)  X60 ML ECAR,7702184020333,7900,100,fb0c9bb7-ed4c-41d4-99be-d3bbbc33a466
68,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:55.651335+00,,BACTRODERM ESPUMA (YODOPOVIDONA) X60 ML ECAR,7702184020326,9800,100,b791878c-5f7e-4777-9cdf-2356da73be80
69,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:26.012869+00,,BACTRODERM SOLUCIÓN (YODOPOVIDONA) X 60 ML ECAR,7702184020319,7900,100,08b06a85-5ce7-44c6-b564-0bedb45a01f2
70,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:24.17737+00,,BANDAS DE CERA DEPILATORIA FACIAL VEET PIEL NORMAL,8413600511609,0,100,8801474e-822c-4724-b12c-f80fb7214572
71,2025-09-06 05:00:36.143823+00,2025-10-13 14:26:35.376111+00,,BAYCUTEN N TUBO X 20 GR,7501303010701,0,99,25397af6-170d-4ffa-99e8-6df9cfc78c3c
72,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:58.253203+00,,BEDOYECTA TRI SOLUCION INYECTABLE CAJA X 3 JERINGAS PRELLENADAS,7707288826935,0,100,cc6dfe79-9d36-49cb-b295-f5df8678b5d8
73,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:09.158221+00,,BELLAFACE CAJA X 21 TABL,7702870004425,0,100,e041c554-9682-428b-8bd3-b488c93c0e9a
74,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:50.606371+00,,BELLAFACE SUAVE X 28 TABL (DIENOGEST+ETINILESTRADIOL) ABBOTT,7702870071465,23500,99,4e05a5c8-5673-4320-b346-d3e27396b29e
75,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:04.516027+00,,BENZIRIN ROSA [BENCIDAMINA HCl] SOBRE X 9.4G,7702057018030,14500,100,b3ef042d-89db-421d-9666-b0a00f3c2f6e
76,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:46.172362+00,,CREMA PIEL DE ARMINO FRASCO X 30 GR +JABON DE AZUFRE,7705887090030,0,100,7d338ef4-daa7-4c2a-bade-c0668ede0806
77,2025-09-06 05:00:36.143823+00,2025-10-11 20:36:51.094557+00,,BENZIRIN ROSA BENCIDAMINA HCI 0.1% DUCHA VAGINAL CON ROCIADOR X 140 ML,7702057016302,0,100,77f6a4a6-89d1-4655-b5d8-c0bf98776b92
78,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:22.025284+00,,BETAHISTINA 24 MG X 20 TABL,7705959885441,0,100,a8cca3a1-9064-47f1-a0e6-610d2735599e
79,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:59.630702+00,,"BETAMETASONA 0,1% CREMA X 40G LAPROFF",7703038779087,8900,100,85d574bf-693a-4828-aae3-33c251a18c1a
80,2025-09-06 05:00:36.143823+00,2025-10-13 15:58:39.937937+00,,ABRILAR EA 575 JARABE x100mL ENGELHARD,4104480705151,42500,100,ea69bf5a-60b8-4bac-ad30-d3620d68af7b
81,2025-09-06 05:00:36.143823+00,2025-10-11 20:36:43.894107+00,,BIOCROSS SOBRES OMNILIFE,2075722,4200,100,a440b577-073b-4993-9415-7c32907a0462
82,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:08.036954+00,,BIOLADIET STEVIA DISPENSADOR X 150 TABL,7703006009338,0,100,c0349837-17a2-4dee-9dd5-4abc8becf311
83,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:27.011429+00,,BICARBONATO DE SODIO 400g YOMA,7707271201558,4900,100,791de90e-f0d2-479a-85d0-3fb3d910a20e
84,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:56.262703+00,,BIOCALCIUM D CALCIOVITAMINA D 500 MG200 UI X 30 SOBRES,7702057071813,0,100,c8c9b1a6-2157-4cb7-abb0-572096a397ad
85,2025-09-06 05:00:36.143823+00,2025-10-11 20:36:47.413801+00,,BIOLADIET STEVIA X 500 TAB MAS DISPENSADOR X 150 TAB,7703006086339,0,99,d6f8adfa-4c87-46f5-b68f-66495573e1fd
86,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:08.803643+00,,JABON PROTEX AVENA BARRA X 120 GR,7702010420252,0,100,7f2ae16c-18ce-4932-ae4a-873c340eac2e
87,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:29.985364+00,,BLANKISIMA CREMA FRASCO X 32 G TQ,7702057080396,21800,100,37de6ae1-1b55-42a7-b114-df0a0d1389c4
88,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:41.128849+00,,BONFIEST PLUS SOBRES,7702057841256,0,99,2779a0f3-e769-45a3-8cd7-514db627113b
89,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:11.450044+00,,BION3 CAJA X 30 TABLETAS,4054839106644,0,100,b026c7a4-ad20-4cb7-87b8-e85f67d85c69
90,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:51.709837+00,,BION3 X 90 TABL PACK AHORRO,7500435227018,0,100,f5d8bdd9-e3e4-4e06-a339-305e4a9db5c3
91,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:13.903081+00,,BIPERIDENO 2 MG TABLETAS MK,7702057712396,1000,97,92350760-d55f-41f4-8e20-b7af40d55846
92,2025-09-06 05:00:36.143823+00,2025-10-18 12:30:29.886267+00,,BRONCOFLEM JARABE [HEDERA HELIX] x120mL RUECAM,7709830214023,12900,98,30e1979b-ccd8-4eba-8e38-bf6aaa40532e
93,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:00.28702+00,,BUSCAPINA COMPOSITUM NF HIOSCINAACETAMINOFEN 10500 MG X 20 COMPRIMIDOS,7703381000982,0,100,2a8e7a69-55b9-4300-b3dd-32c8262a402a
94,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:03.963533+00,,CALMIDOL MAX TABLETAS SANOFI,7706263200388,2200,100,7c6ae2d3-27ba-4a80-86e0-05a472e4c50e
95,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:46.020859+00,,CARBAMAZEPINA 200 MG CAJA X 300 TABL,7703038050124,0,100,2717ee69-0b84-437f-bd8b-17d99747edcb
96,2025-09-06 05:00:36.143823+00,2025-10-11 20:36:56.144844+00,,CARMELUB TEARS SOLUCION OFTAL FRASCO X 15 ML PAGUE 1 LLEVE 2,7702057709525,0,100,3c1d1d16-b4dc-4b21-8ce3-6583589baf5a
97,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:51.827461+00,,"CARVEDILOL 6,25mg GERFAR x30 COMPRIMIDOS",7702605352869,10900,100,03b30f97-32e2-43e8-900c-e66da5409dbf
98,2025-09-06 05:00:36.143823+00,2025-10-11 20:36:52.775805+00,,CARVEDILOL 6.25 MG CAJA X 30 TAB +++,7702057709068,0,100,c03caccc-a90b-4f12-b163-fc11c3a3b309
99,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:03.754401+00,,CARVEDILOL 6.25 MG CAJA X 30 TABL,7702635058458,0,100,e6eef55f-4f82-49a7-bcdb-a8b9c8da4a81
100,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:42.681987+00,,CEFALEXINA 500 MG  CAPSULAS,7703038612636,800,100,db61e68c-78a9-4378-b722-3774be98563f
101,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:23.683012+00,,CEFALEXINA SUSPENSION 250mg x60ml AG,7706569001160,0,100,25d0810f-cd35-4af6-a8d3-9da7a638b012
102,2025-09-06 05:00:36.143823+00,2025-10-11 23:46:26.994866+00,,CELECOXIB 200mg SANFER,7702195057304,0,100,b8d3b76f-bc68-4ca5-b3e1-3f206c974b73
103,2025-09-06 05:00:36.143823+00,2025-10-11 20:36:47.719657+00,,CENTRUM ADVANCE FRASCO X 100 TABLETAS,7702132011031,0,100,44994fd7-39a6-460c-81eb-7a48c63be851
104,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:16.343152+00,,CENTRUM ADVANCE X 30 TABL,7702132011017,0,100,3a788b4e-3b4b-4e3e-a0cf-ccaa79d5cbc5
105,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:33.814871+00,,CENTRUM SILVER FRASCO X 100 TABL GRATIS SILVER MEN FRASCO X 30 TABL,7702132003920,0,100,3dd3a49d-ab18-4e48-8846-fc8464c97f14
106,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:43.142706+00,,CENTRUM SILVER X 30 TABL,7702132011048,0,100,2ec4a3b6-68a8-4d59-a6f9-a1ea0a60b79c
107,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:11.605693+00,,CEPILLO DENTAL PRO 425 SUAVE,7702018960903,0,100,c794a4c4-ad7d-48cf-8596-1d0940956c2b
108,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:49.842707+00,,CEREBRIT FRESA TARRO X 135 GR,7702354945343,0,100,dab32a00-7b6f-44cf-926f-6e20bf18aa7e
109,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:39.138487+00,,CEREBRIT FRESA TARRO X 330 GR + 1 SOBRE X 50 GR P.ESPECIAL,7702354949686,0,100,23c96597-1302-4a2b-9a7f-68371fb96276
110,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:48.926632+00,,CETIRIZINA GOTAS FRASCO X 15 ML,7704412118898,0,100,29c17346-c093-40a9-abdd-fb4bbf4175fe
111,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:21.046443+00,,CICATRICURE CREMA ANTIARRUGAS TUBO X 60 GR,650240003196,0,100,8ac4c6d0-9e74-44a5-8583-26854610c3ac
112,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:06.102449+00,,CLOPIDOGREL 75 MG CAJA X 10 TABL,7703038067122,0,100,f8359b44-9041-44b9-8f4e-3224cf69c620
113,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:08.650525+00,,CITROMEL FRASCO X 310 ML,7702560000102,0,100,99c7c5a5-3a88-4bfb-8f2c-8d5cc7a6a37d
114,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:25.480407+00,,CIRUELAX FORTE COMPRIMIDOS GARDEN HOUSE,7803510002396,1600,89,1aed7ada-91f2-442e-8bcc-faabe8995bbc
115,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:56.308653+00,,CLOFENIL GEL 1% TUBO X 50 GR,7703712011168,0,100,4c44a6bd-ecf6-4804-8cb9-d4d63ab2d3ea
116,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:45.410727+00,,CLORANFENICOL 250mg COLMED,7703153003296,1000,98,3c6aa0ca-6193-48e5-9f87-baa429e045c7
117,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:14.675657+00,,CLORURO DE MAGNESIO CÁPSULAS NATURAL FRESHLY,7707772810549,700,99,d7eccec4-530e-47c6-be25-c487bb8df3d0
118,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:55.233577+00,,CLOTRIMAZOL 100MG OVULOS COLMED,7703153016050,1800,100,da17caac-4920-40a0-a982-0e71106d8c16
119,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:04.413142+00,,CLORFENIRAMINA 2MG JBE X 120 ML PRECIO ESPECIAL LABINCO,26420003101,0,100,701caef1-dcba-443f-8014-16dbbb86bfce
120,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:31.361098+00,,CLORFENIRAMINA MALEATO 4MG TABLETAS COASPHARMA,7703712030695,1900,100,24fb0449-b61d-47cd-91e4-2322bf1c1f4d
121,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:02.267421+00,,CLORHEXOL ENJUAGUE BUCAL FRASCO X 180 ML,7705028000010,0,100,8fdc14b7-3697-4fb6-a925-ac194a0a9c2d
122,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:25.524184+00,,CLOTRIMAZOL 2%+ METRONIDAZOL 10% CREMA VAGINAL*40 GR GYNOFLOR SIEGFRIED,20104015910,0,100,4a38f2af-3391-4f00-bb8f-5faf5de0d1c1
123,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:54.010603+00,,COMPLEJO B AMP X 10 ML ECAR,7702184130193,0,100,08eab340-3385-4b13-a5be-559a55c225e5
124,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:33.321148+00,,COMPLEJO B X 10 TABLETAS LAPROFF,7703038050193,1300,93,9daf4802-b503-4224-b903-10ff0257e8c3
125,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:27.053624+00,,CLOTRIMAZOL 1% SOLUCION FRASCO X 30 ML LAPROFF,7703038065333,5900,97,82f45859-8d76-4d1a-ad31-35419a31c793
126,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:01.044747+00,,"COLCHICINA 0,5MG TABLETAS LAPROFF",7703038067016,1700,98,41879a60-bc74-4bb6-8fcc-adf861be58a9
127,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:57.074638+00,,COMPLEJO B + ZINC x30 GCFARMA,7707232130163,0,100,bf84af94-5f25-400e-a7bb-fad404a391ca
128,2025-09-06 05:00:36.143823+00,2025-10-11 23:49:46.569953+00,,COMPLEJO B ECAR,7702184010082,0,100,3872fa04-c906-4153-8bf1-7424d3d8d6cd
129,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:22.882138+00,,COREGA CAJA X 30 TABL,7794640171420,0,100,3358baf5-4225-4ef3-b46f-a139a63eabe9
130,2025-09-06 05:00:36.143823+00,2025-10-11 20:36:50.790272+00,,CONDONES DUREX REAL FEEL CAJA X 3 UNIDADES,7702626214856,0,100,1d795d16-60c5-4305-9410-4a3386346ed1
131,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:29.650951+00,,CORTA CUTÍCULA ICOM,7704768007235,0,100,ad4208d6-ea1c-4c3c-afa3-b0b50f991a9d
132,2025-09-06 05:00:36.143823+00,2025-09-06 05:00:36.143823+00,2025-09-26 16:36:11.726465+00,CONGESTEX CAJA X 60 CAP,7703546031608,0,100,e978a9b0-9b30-41d7-a5b7-ac92f8e3e2f7
